ds,link_id,daily_10min,real_speed,free_speed,idx
20211101,5127156839632338956,202111011020,68.97709923664122,86.8389875013128,1.2589538913979612
20211101,5127156839632338956,202111011030,78.16608996539794,86.8389875013128,1.1109547316458341
20211101,5127156839632338956,202111011040,73.22528363047,86.8389875013128,1.1859153450267819
20211101,5127156839632338956,202111011050,71.03773584905657,86.8389875013128,1.222434618212372
20211101,5127156839632338956,202111011100,75.80536912751674,86.8389875013128,1.1455519378216568
20211101,5127156839632338956,202111011110,75.04983388704316,86.8389875013128,1.1570843398802637
20211101,5127156839632338956,202111011120,75.17470881863558,86.8389875013128,1.1551622728704962
20211101,5127156839632338956,202111011130,69.40092165898615,86.8389875013128,1.2512656233588901
20211101,5127156839632338956,202111011140,69.938080495356,86.8389875013128,1.2416552883100507
20211101,5127156839632338956,202111011150,73.82352941176468,86.8389875013128,1.1763050099779426
20211101,5127156839632338956,202111011200,72.98869143780294,86.8389875013128,1.1897594790463168
20211101,5127156839632338956,202111011210,65.95620437956204,86.8389875013128,1.3166159016909975
20211101,5127156839632338956,202111011220,73.70309951060361,86.8389875013128,1.17822707698771
20211101,5127156839632338956,202111011230,73.82352941176468,86.8389875013128,1.1763050099779426
20211101,5127156839632338956,202111011240,77.49571183533449,86.8389875013128,1.1205650666946736
20211101,5127156839632338956,202111011250,76.06060606060609,86.8389875013128,1.14170780380212
20211101,5127156839632338956,202111011300,71.37440758293842,86.8389875013128,1.2166684171830673
20211101,5127156839632338956,202111011310,76.06060606060609,86.8389875013128,1.14170780380212
20211101,5127156839632338956,202111011320,71.94267515923569,86.8389875013128,1.207058082134228
20211101,5127156839632338956,202111011330,77.49571183533449,86.8389875013128,1.1205650666946736
20211101,5127156839632338956,202111011340,75.17470881863558,86.8389875013128,1.1551622728704962
20211101,5127156839632338956,202111011350,72.63665594855304,86.8389875013128,1.1955256800756213
20211101,5127156839632338956,202111011400,68.04216867469883,86.8389875013128,1.2762524944858715
20211101,5127156839632338956,202111011410,72.52006420545744,86.83898750131283,1.1974477470853897
20211101,5127156839632338956,202111011420,74.55445544554452,86.8389875013128,1.1647726079193355
20211101,5127156839632338956,202111011430,85.89353612167297,86.8389875013128,1.0110072471379052
20211101,5127156839632338956,202111011440,82.89908256880734,86.8389875013128,1.0475265203234942
20211101,5127156839632338956,202111011450,86.05714285714288,86.8389875013128,1.0090851801281366
20211101,5127156839632338956,202111011500,80.8228980322004,86.8389875013128,1.0744354584602442
20211101,5127156839632338956,202111011510,86.05714285714286,86.8389875013128,1.0090851801281369
20211101,5127156839632338956,202111011520,81.6998191681736,86.8389875013128,1.0629030564016373
20211101,5127156839632338956,202111011530,81.55234657039715,86.8389875013128,1.0648251234114048
20211101,5127156839632338956,202111011540,80.24866785079931,86.8389875013128,1.082123726499316
20211101,5127156839632338956,202111011550,87.22007722007723,86.8389875013128,0.9956307110597615
20211101,5127156839632338956,202111011600,81.4054054054054,86.8389875013128,1.0667471904211732
20211101,5127156839632338956,202111011610,88.58823529411767,86.8389875013128,0.9802541749816184
20211101,5127156839632338956,202111011620,90.17964071856285,86.8389875013128,0.962955571893708
20211101,5127156839632338956,202111011630,84.4485981308411,86.8389875013128,1.0283058502258158
20211101,5127156839632338956,202111011640,82.7472527472527,86.8389875013128,1.0494485873332626
20211101,5127156839632338956,202111011650,79.82332155477029,86.8389875013128,1.0878899275286202
20211101,5127156839632338956,202111011700,84.13407821229049,86.8389875013128,1.0321499842453514
20211101,5127156839632338956,202111011710,87.89883268482495,86.8389875013128,0.9879424430206896
20211101,5127156839632338956,202111011720,87.3887814313346,86.8389875013128,0.9937086440499938
20211101,5127156839632338956,202111011730,82.7472527472527,86.8389875013128,1.0494485873332626
20211101,5127156839632338956,202111011740,83.35793357933578,86.8389875013128,1.0417603192941909
20211101,5127156839632338956,202111011750,78.84816753926704,86.8389875013128,1.1013443965969947
20211101,5127156839632338956,202111011800,84.44859813084112,86.8389875013128,1.0283058502258156
