ds,link_id,daily_10min,real_speed,free_speed,idx
20211101,5127156839632338956,202111010000,86.71785028790782,86.8389875013128,1.0013969120890658
20211101,5127156839632338956,202111010010,78.57391304347826,86.8389875013128,1.1051885306165308
20211101,5127156839632338956,202111010020,83.20441988950277,86.8389875013128,1.0436823863039586
20211101,5127156839632338956,202111010030,80.67857142857143,86.8389875013128,1.0763575254700126
20211101,5127156839632338956,202111010040,83.97769516728626,86.8389875013128,1.0340720512551191
20211101,5127156839632338956,202111010050,80.8228980322004,86.8389875013128,1.0744354584602442
20211101,5127156839632338956,202111010100,81.99637023593462,86.8389875013128,1.059058922382102
20211101,5127156839632338956,202111010110,77.62886597938143,86.8389875013128,1.118642999684906
20211101,5127156839632338956,202111010120,81.6998191681736,86.8389875013128,1.0629030564016373
20211101,5127156839632338956,202111010130,80.24866785079931,86.8389875013128,1.082123726499316
20211101,5127156839632338956,202111010140,79.12434325744304,86.8389875013128,1.0975002625774597
20211101,5127156839632338956,202111010150,93.15463917525773,86.8389875013128,0.9322024997374215
20211101,5127156839632338956,202111010200,82.89908256880736,86.8389875013128,1.0475265203234942
20211101,5127156839632338956,202111010210,88.58823529411764,86.8389875013128,0.9802541749816187
20211101,5127156839632338956,202111010220,80.10638297872345,86.8389875013128,1.0840457935090835
20211101,5127156839632338956,202111010230,86.05714285714286,86.8389875013128,1.0090851801281369
20211101,5127156839632338956,202111010240,81.84782608695652,86.8389875013128,1.0609809893918696
20211101,5127156839632338956,202111010250,84.76547842401501,86.8389875013128,1.0244617162062797
20211101,5127156839632338956,202111010300,88.93700787401576,86.8389875013128,0.9764100409620827
20211101,5127156839632338956,202111010310,81.11310592459604,86.8389875013128,1.070591324440709
20211101,5127156839632338956,202111010320,76.44670050761418,86.8389875013128,1.1359416027728173
20211101,5127156839632338956,202111010330,75.67839195979897,86.8389875013128,1.1474740048314245
20211101,5127156839632338956,202111010340,78.84816753926704,86.8389875013128,1.1013443965969947
20211101,5127156839632338956,202111010350,78.3015597920277,86.8389875013128,1.1090326646360669
20211101,5127156839632338956,202111010400,82.44525547445257,86.8389875013128,1.0532927213527978
20211101,5127156839632338956,202111010410,83.66666666666667,86.8389875013128,1.037916185274655
20211101,5127156839632338956,202111010420,90.90543259557343,86.8389875013128,0.9552673038546362
20211101,5127156839632338956,202111010430,81.84782608695652,86.8389875013128,1.0609809893918696
20211101,5127156839632338956,202111010440,78.84816753926704,86.8389875013128,1.1013443965969947
20211101,5127156839632338956,202111010450,77.23076923076923,86.8389875013128,1.1244092007142095
20211101,5127156839632338956,202111010500,80.39145907473308,86.8389875013128,1.0802016594895485
20211101,5127156839632338956,202111010510,81.6998191681736,86.8389875013128,1.0629030564016373
20211101,5127156839632338956,202111010520,78.03108808290159,86.8389875013128,1.1128767986556019
20211101,5127156839632338956,202111010530,84.29104477611936,86.8389875013128,1.030227917235584
20211101,5127156839632338956,202111010540,85.24528301886792,86.8389875013128,1.018695515176976
20211101,5127156839632338956,202111010550,85.56818181818183,86.8389875013128,1.0148513811574402
20211101,5127156839632338956,202111010600,77.62886597938143,86.8389875013128,1.118642999684906
20211101,5127156839632338956,202111010610,81.55234657039715,86.8389875013128,1.0648251234114048
20211101,5127156839632338956,202111010620,75.4257095158598,86.8389875013128,1.1513181388509595
20211101,5127156839632338956,202111010630,78.03108808290159,86.8389875013128,1.1128767986556019
20211101,5127156839632338956,202111010640,78.3015597920277,86.8389875013128,1.1090326646360669
20211101,5127156839632338956,202111010650,79.12434325744304,86.8389875013128,1.0975002625774597
20211101,5127156839632338956,202111010700,79.26315789473684,86.83898750131283,1.095578195567692
20211101,5127156839632338956,202111010710,75.3,86.8389875013128,1.1532402058607278
20211101,5127156839632338956,202111010720,80.24866785079931,86.8389875013128,1.082123726499316
20211101,5127156839632338956,202111010730,78.43749999999997,86.8389875013128,1.1071105976262992
20211101,5127156839632338956,202111010740,75.55183946488296,86.8389875013128,1.1493960718411917
20211101,5127156839632338956,202111010750,75.67839195979897,86.8389875013128,1.1474740048314245
20211101,5127156839632338956,202111010800,74.67768595041322,86.8389875013128,1.162850540909567
20211101,5127156839632338956,202111010810,74.30921052631581,86.8389875013128,1.1686167419388704
20211101,5127156839632338956,202111010820,73.94435351882157,86.8389875013128,1.174382942968175
20211101,5127156839632338956,202111010830,73.34415584415581,86.8389875013128,1.1839932780170144
20211101,5127156839632338956,202111010840,71.03773584905657,86.8389875013128,1.222434618212372
20211101,5127156839632338956,202111010850,77.09897610921499,86.8389875013128,1.1263312677239778
20211101,5127156839632338956,202111010900,72.75362318840577,86.8389875013128,1.1936036130658536
20211101,5127156839632338956,202111010910,69.82998454404944,86.8389875013128,1.2435773553198186
20211101,5127156839632338956,202111010920,71.94267515923569,86.8389875013128,1.207058082134228
20211101,5127156839632338956,202111010930,68.04216867469883,86.8389875013128,1.2762524944858715
20211101,5127156839632338956,202111010940,71.71428571428571,86.8389875013128,1.2109022161537641
20211101,5127156839632338956,202111010950,69.938080495356,86.8389875013128,1.2416552883100507
20211101,5127156839632338956,202111011000,67.03264094955492,86.8389875013128,1.2954731645835502
20211101,5127156839632338956,202111011010,71.82829888712244,86.8389875013128,1.2089801491439958
